days_elapsed,current_value,rolling_7d_avg,rolling_7d_slope,slope_ratio,pct_progress,days_remaining,pace_score
2.0,84.97013283661252,85.1152103372019,-0.2129697669311852,2.5556372031742223,0.005973432677495794,58.0,100.0
3.0,85.55503554723168,85.22516663970936,0.04675965623645153,-0.5611158748374184,0.0,57.0,0.0
4.0,84.19764105595006,85.01966152295749,-0.18212528863362892,2.1855034636035473,0.1604717888099884,56.0,100.0
5.0,83.63799792922133,84.7893842573348,-0.3014521068958051,3.6174252827496614,0.27240041415573446,55.0,100.0
6.0,84.9472949798307,84.81194293197707,-0.17148856082817532,2.057862729938104,0.010541004033859736,54.0,100.0
7.0,84.68860467562551,84.71087611842715,-0.10125631136615637,1.2150757363938764,0.06227906487489747,53.0,100.0
8.0,84.67841983291562,84.66787526534107,-0.06636952965794313,0.7964343558953175,0.06431603341687549,52.0,79.64343558953175
9.0,84.31537320388314,84.57433817495114,-0.060957954632505834,0.73149545559007,0.13692535922337185,51.0,73.149545559007
10.0,84.05077023624766,84.35944313052485,0.02304510511790881,-0.27654126141490576,0.18984595275046842,50.0,0.0
11.0,84.07943214681057,84.34255614350494,-0.03007065379074175,0.36084784548890103,0.184113570637885,49.0,36.084784548890106
12.0,84.22887539934017,84.42696721066477,-0.14290190699176492,1.714822883901179,0.15422492013196631,48.0,100.0
13.0,84.60395267131696,84.37791830944853,-0.04960664061246641,0.595279687349597,0.07920946573660785,47.0,59.5279687349597
14.0,83.49444380605281,84.20732389950956,-0.09988085652243786,1.1985702782692544,0.30111123878943713,46.0,100.0
15.0,83.65167859956753,84.06064658045985,-0.09211486245821875,1.1053783494986251,0.26966428008649357,45.0,100.0
16.0,82.89572898757478,83.85784026384435,-0.18053794406399926,2.166455328767991,0.42085420248504307,44.0,100.0
17.0,83.09905640628851,83.72188114527876,-0.23427478988737055,2.811297478648447,0.38018871874229776,43.0,100.0
18.0,84.40449839387927,83.76831918057428,-0.11005851303276455,1.3207021563931747,0.1191003212241469,42.0,100.0
19.0,83.45362050970239,83.6575684820546,-0.0779824822310631,0.9357897867727573,0.3092758980595221,41.0,93.57897867727573
20.0,83.18735730865829,83.45519771596051,0.006835490513958647,-0.08202588616750377,0.3625285382683415,40.0,0.0
21.0,82.81798316760876,83.35856048189706,-0.05583091251054939,0.6699709501265927,0.43640336647824823,39.0,66.99709501265927
22.0,83.8691150186509,83.38962282748041,0.040745376094571274,-0.4889445131348553,0.2261769962698196,38.0,0.0
23.0,84.123683100005,83.56504484354187,0.04883842816425213,-0.5860611379710255,0.1752633799990008,37.0,0.0
24.0,82.88580645423413,83.53458056467697,-0.0905068902977702,1.0860826835732424,0.42283870915317434,36.0,100.0
25.0,83.10541559984351,83.34899730838615,-0.012214875215306821,0.14657850258368185,0.37891688003129786,35.0,14.657850258368185
26.0,83.62941137933835,83.37411028976271,0.032775661146173564,-0.3933079337540828,0.27411772413232993,34.0,0.0
27.0,83.30365748932475,83.3907246012865,-0.0014518504870975003,0.017422205845170007,0.3392685021350502,33.0,1.7422205845170007
28.0,81.94547462889231,83.266080524327,-0.23812026662614252,2.8574431995137104,0.6109050742215374,32.0,100.0
29.0,82.03310882065374,83.0037939246131,-0.2840765928305766,3.4089191139669195,0.5933782358692525,31.0,100.0
30.0,82.4212793121149,82.76059338348595,-0.1865047048279706,2.2380564579356474,0.5157441375770191,30.0,100.0
31.0,81.80186241707662,82.6057442353206,-0.2713382982649497,3.2560595791793965,0.639627516584676,29.0,100.0
32.0,82.81407786959848,82.56412455957131,-0.17763521394618623,2.131622567354235,0.43718442608030444,28.0,100.0
33.0,82.1680119991968,82.35535321955108,-0.0678920140195915,0.814704168235098,0.5663976001606386,27.0,81.4704168235098
34.0,81.27615376523889,82.06570983039595,-0.04804848844251616,0.576581861310194,0.7447692469522224,26.0,57.6581861310194
35.0,81.78131137273539,82.04225793665925,-0.09569620912096105,1.1483545094515326,0.6437377254529224,25.0,100.0
36.0,81.26868137384652,81.93305401568679,-0.17988642885168246,2.15863714622019,0.7462637252306962,24.0,100.0
37.0,81.24260210394831,81.76467155737728,-0.18411694847679172,2.2094033817215006,0.751479579210337,23.0,100.0
38.0,81.14294086646278,81.6705399072896,-0.24541797111772312,2.9450156534126775,0.771411826707444,22.0,100.0
39.0,81.38527677917041,81.46642546579986,-0.1126193116577988,1.3514317398935858,0.7229446441659177,21.0,100.0
40.0,82.01147375167695,81.44406285901131,0.046005366600018666,-0.552064399200224,0.5977052496646109,20.0,0.0
41.0,81.68544875479502,81.50253357180506,0.04788112775220855,-0.5745735330265026,0.6629102490409963,19.0,0.0
42.0,81.45005044369795,81.45521058194255,0.08208333558792333,-0.9850000270550799,0.7099899112604107,18.0,0.0
43.0,81.61436037687193,81.50459329666047,0.07248806960235193,-0.8698568352282232,0.6771279246256142,17.0,0.0
44.0,81.35823326863547,81.52111203447292,0.019379324783653628,-0.23255189740384355,0.7283533462729054,16.0,0.0
45.0,81.40411002112633,81.55842191371059,-0.04718105779065094,0.5661726934878113,0.7191779957747343,15.0,56.61726934878113
46.0,81.33338428932478,81.55100870087549,-0.09602725105200853,1.1523270126241025,0.7333231421350433,14.0,100.0
47.0,81.49815190834408,81.47767700897079,-0.035909757280161346,0.4309170873619362,0.7003696183311832,13.0,43.09170873619362
48.0,81.29471861129844,81.42185841704271,-0.02583076477017115,0.30996917724205386,0.7410562777403129,12.0,30.996917724205385
49.0,81.43042982886107,81.41905547206602,-0.02088496683889199,0.25061960206670386,0.713914034227787,11.0,25.061960206670385
50.0,80.93251585652153,81.32164911201596,-0.04511351067495028,0.5413621280994034,0.8134968286956934,10.0,54.136212809940346
51.0,81.13138233790255,81.28924183619698,-0.060272928384310975,0.7232751406117317,0.7737235324194899,9.0,72.32751406117318
52.0,81.33275920481861,81.27904886243871,-0.03920061247065446,0.4704073496478536,0.733448159036277,8.0,47.04073496478536
53.0,80.30327432531672,81.13189029615185,-0.13598568046429188,1.6318281655715026,0.9393451349366557,7.0,100.0
54.0,80.2628894818019,80.95542423521727,-0.1767698231171835,2.121237877406202,0.9474221036396188,6.0,100.0
55.0,80.2226826600079,80.80227624217575,-0.20680722387801742,2.481686686536209,0.955463467998419,5.0,100.0
56.0,80.29427438878182,80.63996832216444,-0.1714997672151817,2.0579972065821805,0.9411451222436369,4.0,100.0
57.0,79.9538910686006,80.50016478103286,-0.20321553947457688,2.4385864736949228,1.0,3.0,100.0
58.0,79.06965895993996,80.20563286989535,-0.26631008361029496,3.1957210033235395,1.0,2.0,100.0
59.0,81.12057837458599,80.17532132271927,-0.007262160261546234,0.0871459231385548,0.7758843250828023,1.0,8.71459231385548
60.0,79.59332673168306,80.07390023791446,-0.051339723215793144,0.6160766785895178,1.0,0.0,61.60766785895178
2.0,60.6976818037865,59.990090431846916,0.8404229275208752,3.7819031738439386,0.034884090189325076,88.0,100.0
